 0.28274038E-03   -0.80932923E-04    0.39225414E-02    0.14630617E-04   -0.31326527E-03
 0.15920136E-03   -0.27894689E-03   -0.36163419E-03    0.46645763E-04    0.53854136E-02
 0.19229745E-04    0.39237547E-04   -0.21337919E-04   -0.46601790E-03    0.13380420E-03
-0.12599814E-04   -0.16170749E-04   -0.37968702E-05    0.45907270E-04   -0.20159976E-04
 0.12511565E-04
 0.49998812E-03   -0.17681586E-04    0.29131187E-02   -0.14016403E-04   -0.24904471E-03
 0.15260245E-03   -0.29467325E-03   -0.42483212E-03    0.11594256E-03    0.35603420E-02
 0.77239355E-04    0.10399641E-03   -0.16431594E-04   -0.40435357E-03    0.12220791E-03
-0.47037302E-04   -0.11860156E-04    0.89624961E-06    0.59054226E-04   -0.25910327E-04
 0.16432676E-04
 0.58014249E-03    0.21588691E-03    0.41538230E-02   -0.20572678E-04   -0.42339417E-03
 0.18465911E-03   -0.25399388E-03    0.43848404E-03   -0.90762677E-04    0.61363701E-02
 0.10823805E-03   -0.59928919E-04    0.16400712E-05   -0.76423802E-03    0.22271399E-03
-0.58868210E-04   -0.15834070E-04   -0.33102570E-05    0.10569049E-03   -0.45242882E-04
 0.21546095E-04
 0.44421973E-03    0.44660289E-05    0.40100028E-02   -0.12317223E-04   -0.32997093E-03
 0.15585739E-03   -0.45772831E-03   -0.52888116E-03    0.92921166E-04    0.65622728E-02
 0.74836821E-04    0.86424041E-04   -0.24033783E-04   -0.57841905E-03    0.14719486E-03
-0.35482232E-04   -0.22016942E-04    0.22144521E-05    0.67571385E-04   -0.23808808E-04
 0.12816952E-04
 0.61155058E-03   -0.54967983E-04    0.37646991E-02    0.60765822E-05   -0.37125964E-03
 0.21288082E-03   -0.41410732E-03   -0.11839344E-03    0.52482027E-04    0.47054816E-02
 0.11948037E-03    0.45134380E-04   -0.16322202E-04   -0.49391414E-03    0.18558818E-03
-0.59351574E-04   -0.12040721E-04    0.10781160E-05    0.63894611E-04   -0.38753277E-04
 0.22958702E-04
 0.47372684E-03   -0.14305408E-03    0.37753652E-02   -0.45583658E-05   -0.40592777E-03
 0.16720678E-03   -0.41991944E-03    0.46119625E-03    0.24343791E-04    0.46120902E-02
 0.87808611E-04   -0.70020505E-05   -0.15453358E-04   -0.55861524E-03    0.16239459E-03
-0.36680901E-04   -0.23627741E-06    0.26560913E-05    0.84300824E-04   -0.37423938E-04
 0.16101444E-04
 0.40333083E-03    0.30197640E-04    0.32635801E-02   -0.42048151E-04   -0.32755952E-03
 0.18003107E-03   -0.29428609E-03   -0.50852774E-04    0.79319807E-04    0.37834982E-02
 0.57846148E-04    0.60130444E-04   -0.81002171E-05   -0.40675377E-03    0.12762875E-03
-0.35295873E-04   -0.27103509E-05    0.42502671E-06    0.46657435E-04   -0.27453058E-04
 0.17646564E-04
 0.48513653E-03   -0.51766994E-04    0.36296839E-02    0.21622717E-04   -0.35322455E-03
 0.16126088E-03   -0.28013803E-03    0.21104052E-03   -0.34341069E-04    0.56691088E-02
 0.71589401E-04   -0.31720837E-04    0.43761455E-05   -0.59101473E-03    0.12932284E-03
-0.35921298E-04    0.52283015E-05   -0.36560303E-05    0.44294219E-04   -0.21886638E-04
 0.13194206E-04
 0.46287008E-03   -0.17955451E-03    0.34465285E-02   -0.15333785E-04   -0.27568520E-03
 0.15373131E-03   -0.23107758E-03   -0.61542632E-04    0.79164971E-04    0.37676437E-02
 0.81583358E-04    0.34053795E-04   -0.26264967E-04   -0.29382149E-03    0.12753128E-03
-0.43362714E-04   -0.52427566E-05    0.19606199E-05    0.39913987E-04   -0.26311952E-04
 0.15960814E-04
 0.46153601E-03    0.15206544E-03    0.42449712E-02   -0.99397984E-05   -0.38239845E-03
 0.18056439E-03   -0.48349039E-03   -0.10569754E-02    0.15662632E-03    0.81560010E-02
 0.10562864E-03    0.18107553E-03   -0.43488534E-04   -0.98800662E-03    0.23215179E-03
-0.47684609E-04   -0.56707118E-04    0.36560444E-05    0.12799464E-03   -0.43703896E-04
 0.21271502E-04
 0.48612430E-03    0.12862557E-03    0.34230679E-02   -0.42990172E-04   -0.37795363E-03
 0.16949146E-03   -0.29849132E-03   -0.21171388E-03    0.62418293E-04    0.33583613E-02
 0.42768785E-04    0.62349304E-04   -0.13802985E-04   -0.32094075E-03    0.12208578E-03
-0.33139220E-04   -0.18067508E-04    0.72678394E-05    0.53586094E-04   -0.28690013E-04
 0.16911785E-04
 0.38146652E-03   -0.39998195E-04    0.37818707E-02   -0.10130340E-04   -0.35697633E-03
 0.15926085E-03   -0.34082530E-03    0.19709790E-03    0.14699979E-04    0.50668660E-02
 0.63774213E-04    0.62213613E-06    0.31307610E-05   -0.52634824E-03    0.16446529E-03
-0.22351004E-04    0.91566484E-05   -0.64035592E-05    0.79571188E-04   -0.33494546E-04
 0.12925200E-04
 0.47027388E-03   -0.19334326E-04    0.35511828E-02   -0.89871341E-05   -0.36603170E-03
 0.19928510E-03   -0.31144207E-03    0.25656972E-03    0.24733617E-04    0.42357036E-02
 0.78030722E-04    0.15474471E-04   -0.97790402E-05   -0.42135790E-03    0.13930462E-03
-0.46081876E-04   -0.60481808E-05   -0.20120984E-05    0.37572996E-04   -0.35582610E-04
 0.21270524E-04
 0.59866136E-03    0.74593165E-04    0.40865738E-02   -0.24131318E-04   -0.40690700E-03
 0.15983974E-03   -0.31613359E-03   -0.11122853E-02    0.84086539E-04    0.73814102E-02
 0.91683297E-04    0.84526381E-04   -0.50847829E-05   -0.73912310E-03    0.16782134E-03
-0.48888960E-04   -0.77178358E-05    0.71102855E-06    0.78208201E-04   -0.32599584E-04
 0.14751470E-04
 0.43894890E-03    0.39269289E-04    0.39059690E-02   -0.25689157E-04   -0.34544460E-03
 0.16972553E-03   -0.35115840E-03   -0.29772788E-03    0.44617096E-04    0.54156335E-02
 0.79201593E-04    0.37057458E-04   -0.17419040E-04   -0.51315279E-03    0.14772828E-03
-0.33997076E-04   -0.16208137E-04    0.40118760E-05    0.49168120E-04   -0.30212493E-04
 0.17881598E-04
 0.47124461E-03    0.36169678E-04    0.38474841E-02   -0.45695164E-04   -0.43747969E-03
 0.18995671E-03   -0.37304308E-03   -0.31533314E-03    0.77860207E-04    0.53582532E-02
 0.88370298E-04    0.57677044E-04   -0.69746025E-05   -0.64942238E-03    0.18356876E-03
-0.45473527E-04   -0.14525376E-05   -0.40396076E-05    0.90635581E-04   -0.46357729E-04
 0.24865720E-04
 0.59364052E-03   -0.90082255E-04    0.40301007E-02    0.82695196E-05   -0.35179090E-03
 0.15869969E-03   -0.44737307E-03   -0.10022761E-03    0.53969041E-04    0.58208911E-02
 0.13944484E-03    0.40914293E-04   -0.15761671E-04   -0.65814614E-03    0.17449600E-03
-0.65806406E-04   -0.84073486E-05   -0.26330590E-05    0.83260262E-04   -0.40758160E-04
 0.19203068E-04
 0.40570360E-03   -0.77983918E-04    0.36486548E-02   -0.30579750E-05   -0.26630936E-03
 0.17238184E-03   -0.30321082E-03   -0.31599725E-03    0.29938835E-05    0.47761294E-02
 0.57503364E-04   -0.14437660E-04   -0.20799650E-05   -0.34994151E-03    0.14048629E-03
-0.26923297E-04    0.63300220E-05   -0.11564360E-04    0.39215345E-04   -0.26072642E-04
 0.18262756E-04
 0.36314235E-03   -0.21106916E-04    0.36636363E-02    0.13400795E-04   -0.25342529E-03
 0.14051663E-03   -0.28428634E-03   -0.16848809E-03    0.59449433E-04    0.45558404E-02
 0.50961733E-04    0.63268535E-04   -0.14049331E-04   -0.39752495E-03    0.10848771E-03
-0.27528177E-04   -0.14618799E-04   -0.38431692E-05    0.31615025E-04   -0.16495022E-04
 0.11208379E-04
